School Year,Level,Division Number,Division Name,School Number,School Name,Subject,Race,Grade,Test Level,Test Source,Test,Pass Count,Total Count,Pass Rate
2017-2018,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,9,15,60.00
2017-2018,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,43,62,69.35
2017-2018,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,10,19,52.63
2017-2018,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,45,64,70.31
2017-2018,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,13,<50
2017-2018,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,37,45,82.22
2017-2018,Division,54,Louisa County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,29,57,50.88
2017-2018,Division,54,Louisa County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,40,64,62.50
2017-2018,Division,54,Louisa County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,186,251,74.10
2017-2018,Division,54,Louisa County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,195,252,77.38
2017-2018,School,62,Nelson County,730,Nelson Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,16,<50
2017-2018,School,62,Nelson County,730,Nelson Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,95,117,81.20
2017-2018,School,62,Nelson County,10,Rockfish River Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2017-2018,School,62,Nelson County,10,Rockfish River Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,34,45,75.56
2017-2018,School,62,Nelson County,20,Tye River Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,14,<50
2017-2018,School,62,Nelson County,20,Tye River Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,34,52,65.38
2017-2018,Division,62,Nelson County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,18,<50
2017-2018,Division,62,Nelson County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,16,<50
2017-2018,Division,62,Nelson County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,68,97,70.10
2017-2018,Division,62,Nelson County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,95,118,80.51
2018-2019,School,2,Albemarle County,160,Agnor-Hurt Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,20,<50
2018-2019,School,2,Albemarle County,160,Agnor-Hurt Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,30,32,93.75
2018-2019,School,2,Albemarle County,1060,Albemarle County Community Public Charter,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,<,>50
2018-2019,School,2,Albemarle County,1060,Albemarle County Community Public Charter,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,7,12,58.33
2018-2019,School,2,Albemarle County,1053,Baker-Butler Elem,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2018-2019,School,2,Albemarle County,1053,Baker-Butler Elem,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,50,57,87.72
2018-2019,School,2,Albemarle County,100,Broadus Wood Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,33,41,80.49
2018-2019,School,2,Albemarle County,941,Brownsville Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2018-2019,School,2,Albemarle County,941,Brownsville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,86,110,78.18
2018-2019,School,2,Albemarle County,340,Crozet Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,29,53,54.72
2018-2019,School,2,Albemarle County,10,Hollymead Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2018-2019,School,2,Albemarle County,10,Hollymead Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,43,46,93.48
2018-2019,School,2,Albemarle County,950,Jack Jouett Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,26,45,57.78
2018-2019,School,2,Albemarle County,950,Jack Jouett Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,77,89,86.52
2018-2019,School,2,Albemarle County,69,Jackson P. Burley Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,22,43,51.16
2018-2019,School,2,Albemarle County,69,Jackson P. Burley Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,86,103,83.50
2018-2019,School,2,Albemarle County,942,Joseph T. Henley Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,<,>50
2018-2019,School,2,Albemarle County,942,Joseph T. Henley Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,227,255,89.02
2018-2019,School,2,Albemarle County,20,Leslie H. Walton Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,<,>50
2018-2019,School,2,Albemarle County,20,Leslie H. Walton Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,75,101,74.26
2018-2019,School,2,Albemarle County,40,Mary Carr Greer Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,18,<50
2018-2019,School,2,Albemarle County,40,Mary Carr Greer Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,22,27,81.48
2018-2019,School,2,Albemarle County,250,Meriwether Lewis Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2018-2019,School,2,Albemarle County,250,Meriwether Lewis Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,60,69,86.96
2018-2019,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,9,16,56.25
2018-2019,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,104,116,89.66
2018-2019,School,2,Albemarle County,150,Paul H. Cale Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2018-2019,School,2,Albemarle County,150,Paul H. Cale Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,38,46,82.61
2018-2019,School,2,Albemarle County,540,Red Hill Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2018-2019,School,2,Albemarle County,540,Red Hill Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,14,25,56.00
2018-2019,School,2,Albemarle County,30,Scottsville Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2018-2019,School,2,Albemarle County,30,Scottsville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,24,34,70.59
2018-2019,School,2,Albemarle County,920,Stone Robinson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2018-2019,School,2,Albemarle County,920,Stone Robinson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,30,41,73.17
2018-2019,School,2,Albemarle County,240,Stony Point Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2018-2019,School,2,Albemarle County,240,Stony Point Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,19,23,82.61
2018-2019,School,2,Albemarle County,910,Virginia L. Murray Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2018-2019,School,2,Albemarle County,910,Virginia L. Murray Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,33,36,91.67
2018-2019,School,2,Albemarle County,930,Woodbrook Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,10,26,38.46
2018-2019,School,2,Albemarle County,930,Woodbrook Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,24,30,80.00
2018-2019,Division,2,Albemarle County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,31,94,32.98
2018-2019,Division,2,Albemarle County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,66,119,55.46
2018-2019,Division,2,Albemarle County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,535,672,79.61
2018-2019,Division,2,Albemarle County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,578,679,85.13
2018-2019,School,104,Charlottesville City,100,Buford Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,47,98,47.96
2018-2019,School,104,Charlottesville City,100,Buford Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,78,92,84.78
2018-2019,School,104,Charlottesville City,70,Burnley-Moran Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,15,<50
2018-2019,School,104,Charlottesville City,70,Burnley-Moran Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,32,38,84.21
2018-2019,School,104,Charlottesville City,50,Clark Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,15,<50
2018-2019,School,104,Charlottesville City,50,Clark Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,16,19,84.21
2018-2019,School,104,Charlottesville City,90,Greenbrier Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,5,10,50.00
2018-2019,School,104,Charlottesville City,90,Greenbrier Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,40,47,85.11
2018-2019,School,104,Charlottesville City,120,Jackson-Via Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,15,28,53.57
2018-2019,School,104,Charlottesville City,120,Jackson-Via Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,13,15,86.67
2018-2019,School,104,Charlottesville City,10,Johnson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,10,25,40.00
2018-2019,School,104,Charlottesville City,10,Johnson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,10,11,90.91
2018-2019,School,104,Charlottesville City,40,Venable Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,7,13,53.85
2018-2019,School,104,Charlottesville City,40,Venable Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,37,39,94.87
2018-2019,Division,104,Charlottesville City,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,48,108,44.44
2018-2019,Division,104,Charlottesville City,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,47,99,47.47
2018-2019,Division,104,Charlottesville City,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,148,169,87.57
2018-2019,Division,104,Charlottesville City,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,78,93,83.87
2018-2019,School,32,Fluvanna County,300,Carysbrook Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,17,38,44.74
2018-2019,School,32,Fluvanna County,300,Carysbrook Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,108,158,68.35
2018-2019,School,32,Fluvanna County,260,Fluvanna County High,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,25,39,64.10
2018-2019,School,32,Fluvanna County,260,Fluvanna County High,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,158,210,75.24
2018-2019,Division,32,Fluvanna County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,17,38,44.74
2018-2019,Division,32,Fluvanna County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,25,39,64.10
2018-2019,Division,32,Fluvanna County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,108,158,68.35
2018-2019,Division,32,Fluvanna County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,159,211,75.36
2018-2019,School,39,Greene County,20,Nathanael Greene Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2018-2019,School,39,Greene County,20,Nathanael Greene Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,51,80,63.75
2018-2019,School,39,Greene County,30,Ruckersville Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2018-2019,School,39,Greene County,30,Ruckersville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,49,77,63.64
2018-2019,School,39,Greene County,71,William Monroe Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,11,19,57.89
2018-2019,School,39,Greene County,71,William Monroe Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,120,169,71.01
2018-2019,Division,39,Greene County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,8,10,80.00
2018-2019,Division,39,Greene County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,11,19,57.89
2018-2019,Division,39,Greene County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,100,157,63.69
2018-2019,Division,39,Greene County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,120,171,70.18
2018-2019,School,54,Louisa County,660,Jouett Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2018-2019,School,54,Louisa County,660,Jouett Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,55,77,71.43
2018-2019,School,54,Louisa County,601,Louisa County Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,32,57,56.14
2018-2019,School,54,Louisa County,601,Louisa County Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,208,268,77.61
2018-2019,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,6,11,54.55
2018-2019,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,49,68,72.06
2018-2019,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,12,18,66.67
2018-2019,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,49,61,80.33
2018-2019,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,11,<50
2018-2019,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,42,54,77.78
2018-2019,Division,54,Louisa County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,29,48,60.42
