fall_membership_statistics (1),,,,,,,,,,
School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disadvantaged,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2018-2019,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,49,,49
2018-2019,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,32,,32
2018-2019,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,107,,107
2018-2019,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,25,,25
2018-2019,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,87,,87
2018-2019,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,12,,12
2018-2019,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,59,,59
2018-2019,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,14,,14
2018-2019,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,197,,197
2018-2019,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,47,,47
2018-2019,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,053",<,"1,054"
2018-2019,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,308,,308
2018-2019,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,44,,44
2018-2019,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,95,,95
2018-2019,School,32,Fluvanna County,310,Central Elementary,"Black, not of Hispanic origin",Y,42,,42
2018-2019,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,84,,84
2018-2019,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,110,,110
2018-2019,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,218,,218
2018-2019,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,80,,80
2018-2019,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,154,,154
2018-2019,School,32,Fluvanna County,330,West Central Primary School,"Black, not of Hispanic origin",Y,21,,21
2018-2019,School,32,Fluvanna County,330,West Central Primary School,"White, not of Hispanic origin",Y,51,,51
2018-2019,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,297,,297
2018-2019,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,602,,602
2018-2019,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,17,,17
2018-2019,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,154,,154
2018-2019,School,39,Greene County,10,Nathanael Greene Primary School,"Black, not of Hispanic origin",Y,17,,17
2018-2019,School,39,Greene County,10,Nathanael Greene Primary School,"White, not of Hispanic origin",Y,138,,138
2018-2019,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,28,,28
2018-2019,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,89,,89
2018-2019,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,35,,35
2018-2019,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,220,,220
2018-2019,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,32,,32
2018-2019,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,215,,215
2018-2019,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,129,,129
2018-2019,Division,39,Greene County,,,"White, not of Hispanic origin",Y,816,,816
2018-2019,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,35,,35
2018-2019,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,208,,208
2018-2019,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,159,,159
2018-2019,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,355,,355
2018-2019,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,138,,138
2018-2019,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,321,,321
2018-2019,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,67,,67
2018-2019,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,103,,103
2018-2019,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,88,,88
2018-2019,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,198,,198
2018-2019,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,45,,45
2018-2019,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,150,,150
2018-2019,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,532,,532
2018-2019,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,"1,335",,"1,335"
2018-2019,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,58,,58
2018-2019,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,179,,179
2018-2019,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,39,,39
2018-2019,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,148,,148
2018-2019,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,14,,14
2018-2019,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,109,,109
2018-2019,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,73,,73
2018-2019,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,151,,151
2018-2019,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,184,,184
2018-2019,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,587,,587
2019-2020,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,81,,81
2019-2020,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,29,,29
2019-2020,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,176,,176
2019-2020,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,117,,117
2019-2020,School,2,Albemarle County,1053,Baker-Butler Elem,"Black, not of Hispanic origin",Y,26,,26
2019-2020,School,2,Albemarle County,1053,Baker-Butler Elem,"White, not of Hispanic origin",Y,61,,61
2019-2020,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,25,,25
2019-2020,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,15,,15
2019-2020,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,54,,54
2019-2020,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,56,,56
2019-2020,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,25,,25
2019-2020,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,115,,115
2019-2020,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,60,,60
2019-2020,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,74,,74
2019-2020,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,49,,49
2019-2020,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,78,,78
2019-2020,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,17,,17
2019-2020,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,85,<,86
2019-2020,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,129,,129
2019-2020,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,57,,57
2019-2020,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,30,,30
2019-2020,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,69,,69
2019-2020,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,136,,136
2019-2020,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,25,,25
2019-2020,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,44,,44
2019-2020,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,13,,13
2019-2020,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,50,,50
2019-2020,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,47,,47
2019-2020,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,81,,81
2019-2020,School,2,Albemarle County,30,Scottsville Elementary,"Black, not of Hispanic origin",Y,19,,19
2019-2020,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,63,,63
2019-2020,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,25,,25
2019-2020,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,71,,71
2019-2020,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,24,,24
2019-2020,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,18,,18
2019-2020,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,<,,<
2019-2020,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,89,,89
2019-2020,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,150,,150
2019-2020,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,42,,42
2019-2020,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,"1,040",,"1,040"
2019-2020,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,341",<,"1,342"
2019-2020,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,146,,146
2019-2020,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,36,,36
2019-2020,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,73,,73
2019-2020,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,25,,25
2019-2020,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,244,,244
2019-2020,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,85,,85
2019-2020,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,74,,74
2019-2020,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,29,,29
2019-2020,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,41,,41
2019-2020,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,26,,26
2019-2020,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,99,,99
2019-2020,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,22,,22
2019-2020,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,80,,80
2019-2020,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,10,,10
2019-2020,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,60,,60
2019-2020,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,12,,12
2019-2020,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,208,,208
2019-2020,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,48,,48
2019-2020,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,025",,"1,025"
2019-2020,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,293,,293
2019-2020,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,42,,42
2019-2020,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,99,,99
2019-2020,School,32,Fluvanna County,310,Central Elementary,"Black, not of Hispanic origin",Y,41,,41
2019-2020,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,98,,98
2019-2020,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,120,,120
2019-2020,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,276,,276
2019-2020,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,78,,78
2019-2020,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,170,,170
2019-2020,School,32,Fluvanna County,330,West Central Primary School,"Black, not of Hispanic origin",Y,44,,44
2019-2020,School,32,Fluvanna County,330,West Central Primary School,"White, not of Hispanic origin",Y,63,,63
2019-2020,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,325,,325
2019-2020,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,706,,706
2019-2020,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,14,,14
2019-2020,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,124,,124
2019-2020,School,39,Greene County,10,Nathanael Greene Primary School,"Black, not of Hispanic origin",Y,13,,13
2019-2020,School,39,Greene County,10,Nathanael Greene Primary School,"White, not of Hispanic origin",Y,150,,150
2019-2020,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,27,,27
2019-2020,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,80,,80
2019-2020,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,35,,35
2019-2020,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,185,,185
2019-2020,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,30,,30
2019-2020,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,202,,202
2019-2020,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,119,,119
2019-2020,Division,39,Greene County,,,"White, not of Hispanic origin",Y,741,,741
2019-2020,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,34,,34
2019-2020,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,226,,226
2019-2020,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,165,,165
2019-2020,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,382,,382
2019-2020,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,126,,126
2019-2020,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,330,,330
2019-2020,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,68,,68
2019-2020,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,97,,97
