School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disabled,Disability Type,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2016-2017,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,38,,38
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,Other Health Impairments,18,,18
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,Emotional Disturbance,14,,14
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,Autism,15,,15
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,24,,24
2016-2017,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,Other Health Impairments,19,,19
2016-2017,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,Other Health Impairments,15,,15
2016-2017,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,13,,13
2016-2017,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Autism,38,,38
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Developmental Delay,11,,11
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Emotional Disturbance,23,,23
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Intellectual Disabilities,19,,19
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Other Health Impairments,47,,47
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Specific Learning Disabilities,86,,86
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Speech or Language Impairments,65,,65
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,Multiple Disabilities,13,,13
2016-2017,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,27,,27
2016-2017,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2016-2017,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,11,,11
2016-2017,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,16,,16
2016-2017,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,31,,31
2016-2017,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Intellectual Disabilities,11,,11
2016-2017,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Other Health Impairments,35,,35
2016-2017,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Emotional Disturbance,37,,37
2016-2017,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Autism,22,,22
2016-2017,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,71,,71
2016-2017,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,15,,15
2016-2017,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,27,,27
2016-2017,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Autism,17,,17
2016-2017,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,17,,17
2016-2017,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Other Health Impairments,31,,31
2016-2017,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,56,,56
2016-2017,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,10,,10
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Autism,15,,15
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,11,,11
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,19,,19
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,18,,18
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,13,,13
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,13,,13
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Emotional Disturbance,12,,12
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Developmental Delay,12,,12
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Autism,13,,13
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Intellectual Disabilities,22,,22
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Other Health Impairments,34,,34
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,82,,82
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Speech or Language Impairments,16,,16
